Market,Date,SKU_Code,SKU_Name,Category,Units_Sold,MRP_INR,Gross_Revenue_INR,Margin_%,Stockout_Flag,Promo_Period,Promo_Type
Aurangabad,01/02/2024,PF001,Meridian Biscuits 200g,Packaged Foods,8760,40,350400,20.0,N,N,
Aurangabad,01/03/2024,PF001,Meridian Biscuits 200g,Packaged Foods,9384,40,375360,20.0,N,N,
Aurangabad,01/04/2024,PF001,Meridian Biscuits 200g,Packaged Foods,9271,40,370840,20.0,N,N,
Aurangabad,01/05/2024,PF001,Meridian Biscuits 200g,Packaged Foods,10763,40,430520,20.0,N,N,
Aurangabad,01/06/2024,PF001,Meridian Biscuits 200g,Packaged Foods,8857,40,354280,20.0,N,N,
Aurangabad,01/01/2023,PF002,Meridian Namkeen 150g,Packaged Foods,6257,30,187710,19.0,N,N,
Aurangabad,01/02/2023,PF002,Meridian Namkeen 150g,Packaged Foods,6211,30,186330,19.0,N,N,
Aurangabad,01/03/2023,PF002,Meridian Namkeen 150g,Packaged Foods,5975,30,179250,19.0,N,N,
Aurangabad,01/04/2023,PF002,Meridian Namkeen 150g,Packaged Foods,7055,30,211650,19.0,N,N,
Aurangabad,01/05/2023,PF002,Meridian Namkeen 150g,Packaged Foods,7027,30,210810,19.0,N,N,
Aurangabad,01/06/2023,PF002,Meridian Namkeen 150g,Packaged Foods,5991,30,179730,19.0,N,Y,Summer
Aurangabad,01/07/2023,PF002,Meridian Namkeen 150g,Packaged Foods,5911,30,177330,19.0,N,N,
Aurangabad,01/08/2023,PF002,Meridian Namkeen 150g,Packaged Foods,5971,30,179130,19.0,N,N,
Aurangabad,01/09/2023,PF002,Meridian Namkeen 150g,Packaged Foods,6554,30,196620,19.0,N,N,
Aurangabad,01/10/2023,PF002,Meridian Namkeen 150g,Packaged Foods,8815,30,264450,19.0,N,Y,Diwali
Aurangabad,01/11/2023,PF002,Meridian Namkeen 150g,Packaged Foods,8541,30,256230,19.0,N,Y,Diwali
Aurangabad,01/12/2023,PF002,Meridian Namkeen 150g,Packaged Foods,6957,30,208710,19.0,N,N,
Aurangabad,01/01/2024,PF002,Meridian Namkeen 150g,Packaged Foods,6924,30,207720,19.0,N,N,
Aurangabad,01/02/2024,PF002,Meridian Namkeen 150g,Packaged Foods,6666,30,199980,19.0,N,N,
Aurangabad,01/03/2024,PF002,Meridian Namkeen 150g,Packaged Foods,7015,30,210450,19.0,N,N,
Aurangabad,01/04/2024,PF002,Meridian Namkeen 150g,Packaged Foods,7367,30,221010,19.0,N,N,
Aurangabad,01/05/2024,PF002,Meridian Namkeen 150g,Packaged Foods,8092,30,242760,19.0,N,N,
Aurangabad,01/06/2024,PF002,Meridian Namkeen 150g,Packaged Foods,6775,30,203250,19.0,N,N,
